word,classification,reason,confidence,frequency,length,is_hindi
डेल,correct_spelling,low_frequency,0.5,4,3,True
डेली,correct_spelling,high_frequency,0.7,13,4,True
डेली!,incorrect_spelling,hapax_legomenon,0.6,1,5,True
डेवलपमेंट,incorrect_spelling,invalid_character_combination,0.9,1,9,True
डेवलप्ड,incorrect_spelling,hapax_legomenon,0.6,1,7,True
डेस्क,incorrect_spelling,hapax_legomenon,0.6,1,5,True
डैड,incorrect_spelling,hapax_legomenon,0.6,1,3,True
डैडी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
डैली,incorrect_spelling,hapax_legomenon,0.6,1,4,True
डॉंगल,correct_spelling,low_frequency,0.5,3,5,True
डॉक्टर,correct_spelling,medium_frequency,0.6,7,6,True
डॉक्यूमेंट्स,incorrect_spelling,invalid_character_combination,0.9,1,12,True
डोंगल,incorrect_spelling,invalid_character_combination,0.9,1,5,True
डोंगलगढ़,incorrect_spelling,invalid_character_combination,0.9,1,8,True
डोंगागढ़,incorrect_spelling,invalid_character_combination,0.9,1,8,True
डोंट,incorrect_spelling,invalid_character_combination,0.9,2,4,True
डोनेट,correct_spelling,low_frequency,0.5,3,5,True
डोनेशन,correct_spelling,low_frequency,0.5,3,6,True
डोसा,correct_spelling,low_frequency,0.5,2,4,True
ड्राइव,correct_spelling,low_frequency,0.5,2,6,True
ड्राइवर,correct_spelling,medium_frequency,0.6,5,7,True
ड्राईवर,correct_spelling,low_frequency,0.5,2,7,True
ड्रिंक,incorrect_spelling,invalid_character_combination,0.9,4,6,True
ड्रिंकिंग,incorrect_spelling,invalid_character_combination,0.9,1,9,True
ड्रिंक्स,incorrect_spelling,invalid_character_combination,0.9,2,8,True
ड्रिन्क्स,incorrect_spelling,hapax_legomenon,0.6,1,9,True
ड्रीम,correct_spelling,low_frequency,0.5,3,5,True
ड्रेस,correct_spelling,medium_frequency,0.6,8,5,True
ड्रेसिंग्स,incorrect_spelling,invalid_character_combination,0.9,1,10,True
ड्रेसेस,incorrect_spelling,hapax_legomenon,0.6,1,7,True
ढंग,correct_spelling,medium_frequency,0.6,5,3,True
ढलते,correct_spelling,low_frequency,0.5,2,4,True
ढाई,correct_spelling,medium_frequency,0.6,5,3,True
ढाबा,correct_spelling,medium_frequency,0.6,6,4,True
ढाबे,correct_spelling,low_frequency,0.5,4,4,True
ढाबों,incorrect_spelling,invalid_character_combination,0.9,1,5,True
ढाल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
ढालना,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ढालने,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ढूँढ,incorrect_spelling,hapax_legomenon,0.6,1,4,True
ढूंढ,incorrect_spelling,invalid_character_combination,0.9,2,4,True
ढूंढता,incorrect_spelling,invalid_character_combination,0.9,1,6,True
ढूंढते,incorrect_spelling,invalid_character_combination,0.9,2,6,True
ढूंढना,incorrect_spelling,invalid_character_combination,0.9,3,6,True
ढूंढने,incorrect_spelling,invalid_character_combination,0.9,3,6,True
ढूंढिए,incorrect_spelling,invalid_character_combination,0.9,1,6,True
ढूंढेंगे,incorrect_spelling,invalid_character_combination,0.9,1,8,True
ढेर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
त,correct_spelling,single_character,0.6,6,1,True
तंबू,correct_spelling,low_frequency,0.5,4,4,True
तक,correct_spelling,in_dictionary,1.0,132,2,True
तकनिकी,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तकनीकी,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तकरीबन,correct_spelling,in_dictionary,1.0,1,6,True
तकलीफ,correct_spelling,medium_frequency,0.6,8,5,True
तकलीफ़,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तख्त,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तत्व,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तनाव,correct_spelling,low_frequency,0.5,2,4,True
तनी,incorrect_spelling,hapax_legomenon,0.6,1,3,True
तब,correct_spelling,in_dictionary,1.0,91,2,True
तबकी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तबते,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तबियत,correct_spelling,low_frequency,0.5,3,5,True
तबी,incorrect_spelling,hapax_legomenon,0.6,1,3,True
तबीयत,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तभ,incorrect_spelling,hapax_legomenon,0.6,1,2,True
तभी,correct_spelling,high_frequency,0.7,14,3,True
तमाम,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तम्मे,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तय,correct_spelling,high_frequency,0.7,10,2,True
तयारी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तर,correct_spelling,high_frequency,0.7,12,2,True
तरक्की,correct_spelling,low_frequency,0.5,2,6,True
तरफ,correct_spelling,high_frequency,0.7,30,3,True
तरस,incorrect_spelling,hapax_legomenon,0.6,1,3,True
तरसते,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तरह,correct_spelling,high_frequency,0.7,78,3,True
तरिका,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तरी,incorrect_spelling,hapax_legomenon,0.6,1,3,True
तरीका,correct_spelling,high_frequency,0.7,16,5,True
तरीके,correct_spelling,high_frequency,0.7,74,5,True
तरीकों,incorrect_spelling,invalid_character_combination,0.9,1,6,True
तलाब,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तलाश,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तलासे,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तवज्जो,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तवा,incorrect_spelling,hapax_legomenon,0.6,1,3,True
तस्वीर,correct_spelling,low_frequency,0.5,2,6,True
ता,correct_spelling,low_frequency,0.5,3,2,True
ताकत,incorrect_spelling,hapax_legomenon,0.6,1,4,True
ताकतवर,incorrect_spelling,hapax_legomenon,0.6,1,6,True
ताकि,correct_spelling,high_frequency,0.7,20,4,True
ताकी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
ताज,incorrect_spelling,hapax_legomenon,0.6,1,3,True
ताजमहल,incorrect_spelling,hapax_legomenon,0.6,1,6,True
ताज़गी,incorrect_spelling,hapax_legomenon,0.6,1,6,True
ताज़ा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ताजा,correct_spelling,medium_frequency,0.6,8,4,True
ताड,correct_spelling,low_frequency,0.5,2,3,True
ताड़,correct_spelling,low_frequency,0.5,3,4,True
तानी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तार,incorrect_spelling,hapax_legomenon,0.6,1,3,True
तारी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तारीक,correct_spelling,low_frequency,0.5,2,5,True
तारीख,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तारीफ,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ताल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
ताली,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तालीम,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ताे,incorrect_spelling,invalid_character_combination,0.9,1,3,True
तिथिया,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तिलक,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तिलगुड़,incorrect_spelling,hapax_legomenon,0.6,1,7,True
तीन,correct_spelling,in_dictionary,1.0,46,3,True
"तीन,",incorrect_spelling,hapax_legomenon,0.6,1,4,True
तीनचार,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तीने,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तीनों,incorrect_spelling,invalid_character_combination,0.9,1,5,True
तीर्थ,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तील,incorrect_spelling,hapax_legomenon,0.6,1,3,True
तीस,correct_spelling,in_dictionary,1.0,4,3,True
तीसरा,correct_spelling,medium_frequency,0.6,7,5,True
तीसरे,correct_spelling,low_frequency,0.5,2,5,True
तुगलक,correct_spelling,low_frequency,0.5,3,5,True
तुम,correct_spelling,in_dictionary,1.0,40,3,True
तुम.,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तुमने,correct_spelling,medium_frequency,0.6,7,5,True
तुमारे,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तुम्हारा,correct_spelling,low_frequency,0.5,3,8,True
तुम्हारी,correct_spelling,low_frequency,0.5,4,8,True
तुम्हारे,correct_spelling,high_frequency,0.7,13,8,True
तुम्ही,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तुम्हें,incorrect_spelling,invalid_character_combination,0.9,5,7,True
तुरंत,correct_spelling,medium_frequency,0.6,8,5,True
तुरंद,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तुरन्त,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तुलना,correct_spelling,high_frequency,0.7,20,5,True
तुलनात्मक,incorrect_spelling,hapax_legomenon,0.6,1,9,True
तुलने,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तुला,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तू,correct_spelling,high_frequency,0.7,19,2,True
तूने,incorrect_spelling,hapax_legomenon,0.6,1,4,True
ते,correct_spelling,medium_frequency,0.6,6,2,True
तेंदुआ,incorrect_spelling,invalid_character_combination,0.9,1,6,True
तेंदुलकर,incorrect_spelling,invalid_character_combination,0.9,2,8,True
तेज,correct_spelling,medium_frequency,0.6,5,3,True
तेजी,correct_spelling,low_frequency,0.5,4,4,True
तेनु,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तेरह,correct_spelling,low_frequency,0.5,3,4,True
तेरा,correct_spelling,in_dictionary,1.0,4,4,True
तेरे,correct_spelling,low_frequency,0.5,4,4,True
तेलगू,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तेवहार,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तै,incorrect_spelling,hapax_legomenon,0.6,1,2,True
तैयार,correct_spelling,high_frequency,0.7,11,5,True
तैयारियाँ,correct_spelling,low_frequency,0.5,2,9,True
तैयारियां,incorrect_spelling,invalid_character_combination,0.9,4,9,True
तैयारी,correct_spelling,high_frequency,0.7,22,6,True
तैरते,correct_spelling,low_frequency,0.5,2,5,True
तैसे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तो,correct_spelling,in_dictionary,1.0,3479,2,True
"तो,",correct_spelling,high_frequency,0.7,10,3,True
"तो,जी",incorrect_spelling,hapax_legomenon,0.6,1,5,True
तो.,incorrect_spelling,hapax_legomenon,0.6,1,3,True
तों,incorrect_spelling,invalid_character_combination,0.9,6,3,True
तोड़,correct_spelling,medium_frequency,0.6,5,4,True
तोड़कर,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तोड़ते,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तोड़ना,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तोड़ने,incorrect_spelling,hapax_legomenon,0.6,1,6,True
तोड़फोड़,incorrect_spelling,hapax_legomenon,0.6,1,8,True
तोड़ेंगे,incorrect_spelling,invalid_character_combination,0.9,2,8,True
तोप,incorrect_spelling,hapax_legomenon,0.6,1,3,True
तोबी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
तोर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
तोल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
तोलते,incorrect_spelling,hapax_legomenon,0.6,1,5,True
तोह,correct_spelling,low_frequency,0.5,3,3,True
तो।,correct_spelling,medium_frequency,0.6,7,3,True
तौर,correct_spelling,high_frequency,0.7,15,3,True
त्याग,correct_spelling,low_frequency,0.5,2,5,True
त्यार,incorrect_spelling,hapax_legomenon,0.6,1,5,True
त्योंहार,incorrect_spelling,invalid_character_combination,0.9,1,8,True
त्योहार,correct_spelling,medium_frequency,0.6,7,7,True
त्योहारों,incorrect_spelling,invalid_character_combination,0.9,1,9,True
त्यौहार,correct_spelling,high_frequency,0.7,16,7,True
त्रम्ब्केश्वर,incorrect_spelling,hapax_legomenon,0.6,1,13,True
थ,correct_spelling,single_character,0.6,1,1,True
थक,correct_spelling,low_frequency,0.5,2,2,True
थका,incorrect_spelling,hapax_legomenon,0.6,1,3,True
थके,correct_spelling,low_frequency,0.5,2,3,True
थर्टीन,incorrect_spelling,hapax_legomenon,0.6,1,6,True
थर्ड,correct_spelling,medium_frequency,0.6,5,4,True
था,correct_spelling,in_dictionary,1.0,854,2,True
"था,",correct_spelling,high_frequency,0.7,39,3,True
"था,कि",incorrect_spelling,hapax_legomenon,0.6,1,5,True
"था,की",incorrect_spelling,hapax_legomenon,0.6,1,5,True
"था,क्या",incorrect_spelling,hapax_legomenon,0.6,1,7,True
था.,correct_spelling,low_frequency,0.5,3,3,True
था.!,english_transliteration,non_devanagari,0.7,1,4,False
थाउजंड,incorrect_spelling,hapax_legomenon,0.6,1,6,True
थाल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
था।,correct_spelling,high_frequency,0.7,19,3,True
था।क्या,incorrect_spelling,hapax_legomenon,0.6,1,7,True
था।तो,incorrect_spelling,hapax_legomenon,0.6,1,5,True
थिंक,incorrect_spelling,invalid_character_combination,0.9,10,4,True
थिंकिंग,incorrect_spelling,invalid_character_combination,0.9,5,7,True
थिएटर,incorrect_spelling,hapax_legomenon,0.6,1,5,True
थी,correct_spelling,in_dictionary,1.0,340,2,True
"थी,",correct_spelling,high_frequency,0.7,16,3,True
थीं,incorrect_spelling,invalid_character_combination,0.9,7,3,True
थीम,correct_spelling,medium_frequency,0.6,5,3,True
थी।,correct_spelling,medium_frequency,0.6,7,3,True
थी।हाँ,incorrect_spelling,hapax_legomenon,0.6,1,6,True
थे,correct_spelling,in_dictionary,1.0,570,2,True
"थे,",correct_spelling,high_frequency,0.7,32,3,True
"थे,कहीं",incorrect_spelling,invalid_character_combination,0.9,1,7,True
"थे,न",incorrect_spelling,hapax_legomenon,0.6,1,4,True
थें,incorrect_spelling,invalid_character_combination,0.9,2,3,True
थे।,correct_spelling,high_frequency,0.7,19,3,True
थैंक,incorrect_spelling,invalid_character_combination,0.9,12,4,True
थैंक्यू,incorrect_spelling,invalid_character_combination,0.9,4,7,True
थॉट,incorrect_spelling,hapax_legomenon,0.6,1,3,True
थॉट्स,correct_spelling,low_frequency,0.5,3,5,True
थो,incorrect_spelling,hapax_legomenon,0.6,1,2,True
थोट,incorrect_spelling,hapax_legomenon,0.6,1,3,True
थोड़,correct_spelling,low_frequency,0.5,3,4,True
थोड़ा,correct_spelling,in_dictionary,1.0,251,5,True
थोड़ा।,incorrect_spelling,hapax_legomenon,0.6,1,6,True
थोड़ी,correct_spelling,in_dictionary,1.0,54,5,True
थोड़े,correct_spelling,in_dictionary,1.0,20,5,True
थोडा,correct_spelling,low_frequency,0.5,4,4,True
थोडासा,incorrect_spelling,hapax_legomenon,0.6,1,6,True
थोडी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
थोडे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
थोप,incorrect_spelling,hapax_legomenon,0.6,1,3,True
थ्री,incorrect_spelling,hapax_legomenon,0.6,1,4,True
थ्रू,correct_spelling,medium_frequency,0.6,6,4,True
"थ्रू,",correct_spelling,low_frequency,0.5,2,5,True
थ्रेड,correct_spelling,low_frequency,0.5,2,5,True
थ्रो,incorrect_spelling,hapax_legomenon,0.6,1,4,True
द,correct_spelling,single_character,0.6,21,1,True
दण्ड,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दफ्तर,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दब,correct_spelling,low_frequency,0.5,3,2,True
दबाने,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दबाव,correct_spelling,low_frequency,0.5,2,4,True
दम,correct_spelling,medium_frequency,0.6,5,2,True
दया,correct_spelling,high_frequency,0.7,10,3,True
दयानंद,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दयाल,correct_spelling,medium_frequency,0.6,5,4,True
दयालु,correct_spelling,low_frequency,0.5,2,5,True
दयालुता,correct_spelling,low_frequency,0.5,2,7,True
दयालू,correct_spelling,low_frequency,0.5,4,5,True
दर,correct_spelling,medium_frequency,0.6,6,2,True
दरअसल,correct_spelling,low_frequency,0.5,2,5,True
दरवाजा,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दरसअल,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दरिया,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दरींगी,incorrect_spelling,invalid_character_combination,0.9,1,6,True
दरू,correct_spelling,low_frequency,0.5,2,3,True
दर्द,correct_spelling,high_frequency,0.7,11,4,True
दर्म,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दर्शक,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दर्शन,correct_spelling,high_frequency,0.7,10,5,True
दर्शाते,correct_spelling,low_frequency,0.5,2,7,True
दवा,correct_spelling,low_frequency,0.5,2,3,True
दवाई,correct_spelling,low_frequency,0.5,4,4,True
दवाब,correct_spelling,low_frequency,0.5,2,4,True
दस,correct_spelling,in_dictionary,1.0,41,2,True
"दस,",incorrect_spelling,hapax_legomenon,0.6,1,3,True
दस्वी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दहाड़ने,incorrect_spelling,hapax_legomenon,0.6,1,7,True
दही,correct_spelling,low_frequency,0.5,2,3,True
दा,correct_spelling,low_frequency,0.5,2,2,True
दाई,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दागे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दादा,correct_spelling,low_frequency,0.5,3,4,True
दादी,correct_spelling,low_frequency,0.5,3,4,True
दादू,correct_spelling,low_frequency,0.5,2,4,True
दान,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दानी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दाम,correct_spelling,medium_frequency,0.6,5,3,True
दायक,correct_spelling,low_frequency,0.5,4,4,True
दाया,correct_spelling,low_frequency,0.5,2,4,True
दायित्व,incorrect_spelling,hapax_legomenon,0.6,1,7,True
दारू,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दार्शनिक,correct_spelling,low_frequency,0.5,4,8,True
दाल,correct_spelling,medium_frequency,0.6,5,3,True
दाव,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दि,incorrect_spelling,hapax_legomenon,0.6,1,2,True
दिए,correct_spelling,in_dictionary,1.0,19,3,True
दिक्कत,correct_spelling,high_frequency,0.7,41,6,True
दिक्कते,correct_spelling,low_frequency,0.5,3,7,True
दिक्कतें,incorrect_spelling,invalid_character_combination,0.9,3,8,True
दिक्कतों,incorrect_spelling,invalid_character_combination,0.9,1,8,True
दिख,correct_spelling,medium_frequency,0.6,8,3,True
दिखता,correct_spelling,medium_frequency,0.6,8,5,True
दिखती,correct_spelling,low_frequency,0.5,3,5,True
दिखते,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दिखने,correct_spelling,low_frequency,0.5,2,5,True
दिखा,correct_spelling,low_frequency,0.5,3,4,True
दिखाई,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दिखाएंगे,incorrect_spelling,hapax_legomenon,0.6,1,8,True
दिखाता,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दिखाते,correct_spelling,low_frequency,0.5,3,6,True
दिखाना,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दिखाने,correct_spelling,low_frequency,0.5,3,6,True
दिखाया,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दिखावा,correct_spelling,low_frequency,0.5,3,6,True
दिखेंगी,incorrect_spelling,invalid_character_combination,0.9,1,7,True
दिन,correct_spelling,in_dictionary,1.0,167,3,True
दिनचर्या,correct_spelling,high_frequency,0.7,32,8,True
दिनचर्याय,incorrect_spelling,hapax_legomenon,0.6,1,9,True
दिनभर,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दिनों,incorrect_spelling,invalid_character_combination,0.9,18,5,True
दिन।,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दिपावली,correct_spelling,medium_frequency,0.6,7,7,True
दिमाग,correct_spelling,high_frequency,0.7,19,5,True
दिमाग़,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दिया,correct_spelling,in_dictionary,1.0,91,4,True
दिया।,correct_spelling,low_frequency,0.5,3,5,True
दिया।भाई,incorrect_spelling,hapax_legomenon,0.6,1,8,True
दिये,correct_spelling,medium_frequency,0.6,6,4,True
दिर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दिल,correct_spelling,high_frequency,0.7,13,3,True
दिलचस्पी,incorrect_spelling,hapax_legomenon,0.6,1,8,True
दिलवा,correct_spelling,low_frequency,0.5,3,5,True
दिलवाई,correct_spelling,low_frequency,0.5,2,6,True
दिलवाया,correct_spelling,low_frequency,0.5,2,7,True
दिला,correct_spelling,low_frequency,0.5,3,4,True
"दिलाए,",incorrect_spelling,hapax_legomenon,0.6,1,6,True
"दिलाएगा,",incorrect_spelling,hapax_legomenon,0.6,1,8,True
दिलाएगा।,incorrect_spelling,hapax_legomenon,0.6,1,8,True
दिलाता,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दिलाती,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दिलाना,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दिलीब्री,incorrect_spelling,hapax_legomenon,0.6,1,8,True
दिलों,incorrect_spelling,invalid_character_combination,0.9,1,5,True
दिल्ली,correct_spelling,medium_frequency,0.6,5,6,True
दिवस,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दिवाइड,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दिवाल,correct_spelling,low_frequency,0.5,2,5,True
दिवाली,correct_spelling,low_frequency,0.5,2,6,True
दिवालो,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दिवोग,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दिव्य,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दिशा,correct_spelling,medium_frequency,0.6,5,4,True
दिस,correct_spelling,low_frequency,0.5,2,3,True
दी,correct_spelling,in_dictionary,1.0,30,2,True
दी.,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दीजिए,correct_spelling,high_frequency,0.7,18,5,True
दीजिये,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दीदा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दीदी,correct_spelling,low_frequency,0.5,3,4,True
दीपक,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दीया,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दीवाने,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दीवार,correct_spelling,low_frequency,0.5,3,5,True
दीवारों,incorrect_spelling,invalid_character_combination,0.9,2,7,True
दुःखद,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दुआ,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दुआएं,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दुका,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दुकान,correct_spelling,high_frequency,0.7,16,5,True
दुकानदार,correct_spelling,high_frequency,0.7,15,8,True
दुकानें,incorrect_spelling,invalid_character_combination,0.9,1,7,True
दुकानों,incorrect_spelling,invalid_character_combination,0.9,1,7,True
दुख,correct_spelling,high_frequency,0.7,17,3,True
दुखता,correct_spelling,low_frequency,0.5,2,5,True
दुखद,correct_spelling,low_frequency,0.5,2,4,True
दुखी,correct_spelling,low_frequency,0.5,2,4,True
दुनिया,correct_spelling,in_dictionary,1.0,14,6,True
दुपटे,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दुपट्टे,incorrect_spelling,hapax_legomenon,0.6,1,7,True
दुबारा,correct_spelling,low_frequency,0.5,3,6,True
दुर्ग,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दुर्घटना,incorrect_spelling,hapax_legomenon,0.6,1,8,True
दुर्भाग्यपूर्ण,incorrect_spelling,hapax_legomenon,0.6,1,14,True
दुल्हन,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दुल्हा,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दुसरा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दुसरे,correct_spelling,low_frequency,0.5,2,5,True
दुस्तों,incorrect_spelling,invalid_character_combination,0.9,1,7,True
दू,incorrect_spelling,hapax_legomenon,0.6,1,2,True
दूँ,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दूँगा,correct_spelling,low_frequency,0.5,4,5,True
दूँगी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दूं,incorrect_spelling,invalid_character_combination,0.9,4,3,True
दूंगा,incorrect_spelling,invalid_character_combination,0.9,3,5,True
दूंगी,incorrect_spelling,invalid_character_combination,0.9,3,5,True
दूध,correct_spelling,medium_frequency,0.6,8,3,True
दूर,correct_spelling,in_dictionary,1.0,38,3,True
दूरगामी,correct_spelling,low_frequency,0.5,4,7,True
दूरघटना,incorrect_spelling,hapax_legomenon,0.6,1,7,True
दूरदूर,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दूरबीन,correct_spelling,low_frequency,0.5,2,6,True
दूरी,correct_spelling,medium_frequency,0.6,8,4,True
दूर्गामी,incorrect_spelling,hapax_legomenon,0.6,1,8,True
दूल्हा,correct_spelling,low_frequency,0.5,3,6,True
दूल्हे,correct_spelling,low_frequency,0.5,3,6,True
दूसरा,correct_spelling,high_frequency,0.7,28,5,True
दूसरी,correct_spelling,high_frequency,0.7,14,5,True
दूसरे,correct_spelling,high_frequency,0.7,45,5,True
दूसरों,incorrect_spelling,invalid_character_combination,0.9,11,6,True
दृश्य,correct_spelling,low_frequency,0.5,2,5,True
दे,correct_spelling,high_frequency,0.7,74,2,True
"दे,",incorrect_spelling,hapax_legomenon,0.6,1,3,True
दें,incorrect_spelling,invalid_character_combination,0.9,5,3,True
"दें,",incorrect_spelling,invalid_character_combination,0.9,1,4,True
देंगे,correct_spelling,in_dictionary,1.0,20,5,True
देक,incorrect_spelling,hapax_legomenon,0.6,1,3,True
देकर,correct_spelling,low_frequency,0.5,3,4,True
देके,correct_spelling,medium_frequency,0.6,5,4,True
देख,correct_spelling,high_frequency,0.7,60,3,True
देखकर,correct_spelling,medium_frequency,0.6,8,5,True
देखके,correct_spelling,medium_frequency,0.6,8,5,True
देखता,correct_spelling,high_frequency,0.7,12,5,True
देखती,correct_spelling,high_frequency,0.7,15,5,True
देखते,correct_spelling,high_frequency,0.7,42,5,True
देखना,correct_spelling,in_dictionary,1.0,33,5,True
देखना।,incorrect_spelling,hapax_legomenon,0.6,1,6,True
देखनी,correct_spelling,low_frequency,0.5,4,5,True
देखने,correct_spelling,high_frequency,0.7,34,5,True
देखभाल,incorrect_spelling,hapax_legomenon,0.6,1,6,True
देखले,incorrect_spelling,hapax_legomenon,0.6,1,5,True
देखा,correct_spelling,high_frequency,0.7,57,4,True
देखिए,correct_spelling,high_frequency,0.7,24,5,True
देखिये,correct_spelling,low_frequency,0.5,3,6,True
देखी,correct_spelling,medium_frequency,0.6,5,4,True
देखूं,incorrect_spelling,invalid_character_combination,0.9,1,5,True
देखूंगा,incorrect_spelling,invalid_character_combination,0.9,2,7,True
देखूंगी,incorrect_spelling,invalid_character_combination,0.9,2,7,True
देखे,correct_spelling,high_frequency,0.7,18,4,True
देखें,incorrect_spelling,invalid_character_combination,0.9,11,5,True
देखेंगे,incorrect_spelling,invalid_character_combination,0.9,5,7,True
देखेंगे।,incorrect_spelling,invalid_character_combination,0.9,1,8,True
देखो,correct_spelling,high_frequency,0.7,12,4,True
देखोगे,incorrect_spelling,hapax_legomenon,0.6,1,6,True
देगा,correct_spelling,in_dictionary,1.0,3,4,True
देगे,correct_spelling,low_frequency,0.5,2,4,True
देटस,incorrect_spelling,hapax_legomenon,0.6,1,4,True
देड़,incorrect_spelling,hapax_legomenon,0.6,1,4,True
